2018-06-28 12:50:47,922 [   8582]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2018-06-28 12:50:47,922 [   8582]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 1 classes 
2018-06-28 12:50:47,922 [   8582]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 1 classes 
2018-06-28 12:50:49,054 [   9714]   INFO - pl$FileIndexDataInitialization - Initialization done:1573 
2018-06-28 12:50:49,224 [   9884]   INFO - exImpl$StubIndexInitialization - Initialization done:170 
2018-06-28 12:50:49,892 [  10552]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@6b9c8373 
2018-06-28 12:50:50,028 [  10688]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-06-28 12:50:52,522 [  13182]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@4d47d222 
2018-06-28 12:50:53,231 [  13891]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@1b9cf537 
2018-06-28 12:50:53,241 [  13901]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.actions.GotoClassPresentationUpdater@33522a3 
2018-06-28 12:50:53,496 [  14156]   INFO - ellij.project.impl.ProjectImpl - 154 project components initialized in 4288 ms 
2018-06-28 12:50:53,781 [  14441]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 283 ms 
2018-06-28 12:50:53,989 [  14649]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-06-28 12:50:54,865 [  15525]   INFO - CompilerBackwardReferenceIndex - backward reference index version differ due to: class java.io.FileNotFoundException 
2018-06-28 12:50:55,097 [  15757]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=187.58ms, average=2.84ms, median=0.61ms; number of icons: 66 
2018-06-28 12:50:55,224 [  15884]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@62a8fc5f 
2018-06-28 12:50:55,272 [  15932]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 44ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 12:50:55,662 [  16322]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2018-06-28 12:50:55,948 [  16608]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 674ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 12:50:55,949 [  16609]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update started: 2 files to update 
2018-06-28 12:50:56,425 [  17085]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 1316ms under project opening modal progress 
2018-06-28 12:50:56,574 [  17234]   INFO - .diagnostic.PerformanceWatcher - Unindexed files update took 625ms; general responsiveness: ok; EDT responsiveness: 1/1 sluggish 
2018-06-28 12:50:56,576 [  17236]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 7 millis 
2018-06-28 12:50:56,579 [  17239]   INFO - tartup.impl.StartupManagerImpl - ExternalSystemStartupActivity run in 125ms under project opening modal progress 
2018-06-28 12:50:56,621 [  17281]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 1596ms; general responsiveness: ok; EDT responsiveness: 1/2 sluggish 
2018-06-28 12:50:56,786 [  17446]   INFO - ntellij.internal.IconsLoadTime - IMG load time: total=229.92ms, average=2.30ms, median=0.90ms; number of icons: 100 
2018-06-28 12:50:56,838 [  17498]   WARN - openapi.wm.impl.ToolWindowImpl - ToolWindow icons should be 13x13. Please fix ToolWindow (ID:  TestDoxon) or icon jar:file:/C:/Users/etenphi/DoxonProject/intellijIdea/application/TestDoxon/build/idea-sandbox/plugins/TestDoxon/lib/TestDoxon-1.0-SNAPSHOT.jar!/icons/testDox16px.png 
2018-06-28 12:50:57,382 [  18042]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: initial refresh 
2018-06-28 12:50:58,521 [  19181]   INFO - j.ide.ui.OptionsTopHitProvider - 568 ms spent to cache options in application 
2018-06-28 12:50:58,533 [  19193]   INFO - tartup.impl.StartupManagerImpl - C:/Users/etenphi/IdeaProjects/untitled2/.idea case-sensitivity: expected=false actual=false 
2018-06-28 12:50:58,559 [  19219]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2018-06-28 12:50:58,897 [  19557]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 9879 ms 
2018-06-28 12:50:58,897 [  19557]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 2074 classes 
2018-06-28 12:50:58,897 [  19557]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1304 classes 
2018-06-28 12:50:58,897 [  19557]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 375 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 215 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 214 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 111 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.debugger.streams loaded 107 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 104 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 89 classes 
2018-06-28 12:50:58,898 [  19558]   INFO - llij.ide.plugins.PluginManager - CVS loaded 79 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 67 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 63 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 59 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 53 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 45 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 44 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 37 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 36 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 31 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 23 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 22 classes 
2018-06-28 12:50:58,899 [  19559]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 19 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 16 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - testdoxon.TestDoxon loaded 16 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 14 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 13 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 11 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 6 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 6 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 5 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - XSLT-Debugger loaded 2 classes 
2018-06-28 12:50:58,900 [  19560]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-06-28 12:50:58,905 [  19565]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:50:58,915 [  19575]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:50:59,076 [  19736]   INFO - tartup.impl.StartupManagerImpl - Some post-startup activities freeze UI for noticeable time. Please consider making them DumbAware to do them in background under modal progress, or just making them faster to speed up project opening. 
2018-06-28 12:50:59,076 [  19736]   INFO - tartup.impl.StartupManagerImpl - ProjectInspectionProfileStartUpActivity run in 149ms on UI thread 
2018-06-28 12:50:59,632 [  20292]   INFO - j.ide.ui.OptionsTopHitProvider - 306 ms spent to cache options in project 
2018-06-28 12:50:59,665 [  20325]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$PruneTask@360f70a8 
2018-06-28 12:50:59,745 [  20405]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$ManageLruProjectFilesTask@74301bca 
2018-06-28 12:50:59,806 [  20466]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:50:59,807 [  20467]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:50:59,876 [  20536]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRegistry$PopulateCachesTask@24cd7cbb 
2018-06-28 12:50:59,927 [  20587]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:50:59,928 [  20588]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:51:00,398 [  21058]   INFO -       ScriptTemplatesProviders - [kts] loading script definitions [] using cp:  
2018-06-28 12:51:00,550 [  21210]   INFO - CompilerWorkspaceConfiguration - Available processors: 4 
2018-06-28 12:51:17,532 [  38192]  ERROR - .impl.MessageBusConnectionImpl - null 
java.lang.NullPointerException
	at testdoxon.listener.EditorFileChangedListener.selectionChanged(EditorFileChangedListener.java:40)
	at sun.reflect.GeneratedMethodAccessor31.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:364)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy91.selectionChanged(Unknown Source)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$fireSelectionChanged$16(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5$1.run(FileEditorManagerImpl.java:1019)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.lambda$doWhenFocusSettlesDown$2(FocusManagerImpl.java:199)
	at com.intellij.util.ui.UIUtil.invokeLaterIfNeeded(UIUtil.java:2886)
	at com.intellij.ide.IdeEventQueue.ifFocusEventsInTheQueue(IdeEventQueue.java:173)
	at com.intellij.ide.IdeEventQueue.executeWhenAllFocusEventsLeftTheQueue(IdeEventQueue.java:132)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:190)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:196)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5.run(FileEditorManagerImpl.java:1016)
	at com.intellij.openapi.util.BusyObject$Impl$Simple.execute(BusyObject.java:108)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.notifyPublisher(FileEditorManagerImpl.java:1012)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.fireSelectionChanged(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.lambda$setCurrentWindow$3(EditorsSplitters.java:611)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.setCurrentWindow(EditorsSplitters.java:627)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.setCurrentWindow(FileEditorManagerImpl.java:596)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.disposeComposite(FileEditorManagerImpl.java:1588)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.lambda$closeFile$1(EditorWindow.java:237)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.closeFile(EditorWindow.java:216)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.closeFile(EditorsSplitters.java:519)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFileImpl$3(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFileImpl(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFile$2(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:129)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:620)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeAllFiles(FileEditorManagerImpl.java:1896)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$3.projectClosed(FileEditorManagerImpl.java:168)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy21.projectClosed(Unknown Source)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.fireProjectClosed(ProjectManagerImpl.java:785)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.lambda$closeProject$15(ProjectManagerImpl.java:679)
	at com.intellij.openapi.application.impl.ApplicationImpl.runWriteAction(ApplicationImpl.java:1010)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeProject(ProjectManagerImpl.java:676)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeAndDisposeAllProjects(ProjectManagerImpl.java:620)
	at com.intellij.openapi.application.impl.ApplicationImpl.lambda$disposeSelf$6(ApplicationImpl.java:232)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:137)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.application.impl.ApplicationImpl.disposeSelf(ApplicationImpl.java:230)
	at com.intellij.openapi.application.impl.ApplicationImpl.doExit(ApplicationImpl.java:772)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:748)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:737)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:714)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:709)
	at com.intellij.openapi.wm.impl.IdeFrameImpl$3.windowClosing(IdeFrameImpl.java:272)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.Window.processWindowEvent(Window.java:2054)
	at javax.swing.JFrame.processWindowEvent(JFrame.java:305)
	at java.awt.Window.processEvent(Window.java:2013)
	at java.awt.Component.dispatchEventImpl(Component.java:4903)
	at java.awt.Container.dispatchEventImpl(Container.java:2295)
	at java.awt.Window.dispatchEventImpl(Window.java:2746)
	at java.awt.Component.dispatchEvent(Component.java:4725)
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:764)
	at java.awt.EventQueue.access$500(EventQueue.java:98)
	at java.awt.EventQueue$3.run(EventQueue.java:715)
	at java.awt.EventQueue$3.run(EventQueue.java:709)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:90)
	at java.awt.EventQueue$4.run(EventQueue.java:737)
	at java.awt.EventQueue$4.run(EventQueue.java:735)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:734)
	at com.intellij.ide.IdeEventQueue.defaultDispatchEvent(IdeEventQueue.java:786)
	at com.intellij.ide.IdeEventQueue._dispatchEvent(IdeEventQueue.java:727)
	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:395)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:201)
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93)
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:82)
2018-06-28 12:51:17,538 [  38198]  ERROR - .impl.MessageBusConnectionImpl - IntelliJ IDEA 2018.1.4  Build #IC-181.5087.20 
2018-06-28 12:51:17,538 [  38198]  ERROR - .impl.MessageBusConnectionImpl - JDK: 1.8.0_152-release 
2018-06-28 12:51:17,538 [  38198]  ERROR - .impl.MessageBusConnectionImpl - VM: OpenJDK 64-Bit Server VM 
2018-06-28 12:51:17,538 [  38198]  ERROR - .impl.MessageBusConnectionImpl - Vendor: JetBrains s.r.o 
2018-06-28 12:51:17,539 [  38199]  ERROR - .impl.MessageBusConnectionImpl - OS: Windows 7 
2018-06-28 12:51:17,539 [  38199]  ERROR - .impl.MessageBusConnectionImpl - Last Action:  
2018-06-28 12:51:17,539 [  38199]  ERROR - .impl.MessageBusConnectionImpl - Current Command: Exit 
2018-06-28 12:51:18,226 [  38886]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-06-28 12:51:18,226 [  38886]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-06-28 12:51:18,227 [  38887]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2018-06-28 12:51:18,260 [  38920]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2018-06-28 12:51:18,266 [  38926]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 12:51:18,286 [  38946]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 0 auto-detected files
Elapsed time on auto-detect: 0 ms 
2018-06-28 12:51:18,307 [  38967]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2018-06-28 12:51:18,314 [  38974]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2018-06-28 12:51:18,345 [  39005]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2018-06-28 12:51:18,349 [  39009]   INFO - plication.impl.ApplicationImpl - Write action Statistics:
Event number:     22
Total time spent: 635ms
Average duration: 28ms
Median  duration: 9ms
Max  duration:    164ms (it was 'write action (class com.intellij.openapi.project.impl.ProjectManagerImpl$$Lambda$1828/1939728544)') 
2018-06-28 12:51:18,350 [  39010]   INFO - plication.impl.ApplicationImpl - AnAction.update() Statistics:
Event number:     1813
Total time spent: 145ms
Average duration: 0ms
Median  duration: 0ms
Max  duration:    54ms (it was 'Stop action update (class com.intellij.execution.actions.StopAction)') 
2018-06-28 12:51:18,350 [  39010]   INFO - plication.impl.ApplicationImpl - Global instance threads created counter = 9; ProcessIOExecutorService threads: 3 
2018-06-28 12:51:18,355 [  39015]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2018-06-28 12:51:18,365 [  39025]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 12:57:47,134 [      0]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE STARTED ------------------------------------------------------ 
2018-06-28 12:57:47,325 [    191]   INFO -        #com.intellij.idea.Main - IDE: IntelliJ IDEA (build #IC-181.5087.20, 17 May 2018 00:47) 
2018-06-28 12:57:47,325 [    191]   INFO -        #com.intellij.idea.Main - OS: Windows 7 (6.1, amd64) 
2018-06-28 12:57:47,325 [    191]   INFO -        #com.intellij.idea.Main - JRE: 1.8.0_152-release-1136-b39 (JetBrains s.r.o) 
2018-06-28 12:57:47,325 [    191]   INFO -        #com.intellij.idea.Main - JVM: 25.152-b39 (OpenJDK 64-Bit Server VM) 
2018-06-28 12:57:47,333 [    199]   INFO -        #com.intellij.idea.Main - JVM Args: -Didea.classpath.index.enabled=false -Didea.config.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\config -Didea.is.internal=true -Didea.platform.prefix=Idea -Didea.plugins.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\plugins -Didea.required.plugins.id=testdoxon.TestDoxon -Didea.system.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\system -XX:MaxPermSize=250m -Xms256m -Xmx512m -Dfile.encoding=windows-1252 -Duser.country=US -Duser.language=en -Duser.variant -ea 
2018-06-28 12:57:47,334 [    200]   INFO -        #com.intellij.idea.Main - ext: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains\jbre\jbrex8u152b1136.39_windows_x64\jre\lib\ext: [access-bridge-64.jar, cldrdata.jar, dnsns.jar, jaccess.jar, jfxrt.jar, localedata.jar, meta-index, nashorn.jar, sunec.jar, sunjce_provider.jar, sunmscapi.jar, sunpkcs11.jar, zipfs.jar] 
2018-06-28 12:57:47,334 [    200]   INFO -        #com.intellij.idea.Main - JNU charset: Cp1252 
2018-06-28 12:57:47,421 [    287]   INFO -        #com.intellij.idea.Main - JNA library (64-bit) loaded in 86 ms 
2018-06-28 12:57:47,428 [    294]   INFO - penapi.util.io.win32.IdeaWin32 - Native filesystem for Windows is operational 
2018-06-28 12:57:47,539 [    405]   INFO -     #com.intellij.util.ui.JBUI - User scale factor: 1.0 
2018-06-28 12:57:47,539 [    405]   INFO -     #com.intellij.util.ui.JBUI - System scale factor: 1.0 (IDE-managed HiDPI) 
2018-06-28 12:57:48,462 [   1328]   INFO - .intellij.idea.IdeaApplication - CPU cores: 4; ForkJoinPool.commonPool: java.util.concurrent.ForkJoinPool@26393bb2[Running, parallelism = 3, size = 0, active = 0, running = 0, steals = 0, tasks = 0, submissions = 0]; factory: com.intellij.concurrency.IdeaForkJoinWorkerThreadFactory@8a7e248 
2018-06-28 12:57:49,432 [   2298]   INFO - llij.ide.plugins.PluginManager - Cannot find optional descriptor duplicates-groovy.xml 
2018-06-28 12:57:50,334 [   3200]   INFO - llij.ide.plugins.PluginManager - 35 plugins initialized in 1492 ms 
2018-06-28 12:57:50,371 [   3237]   INFO - llij.ide.plugins.PluginManager - Loaded bundled plugins: Android Support (10.3.0), Ant Support (1.0), Bytecode Viewer (0.1), CVS Integration (11), Copyright (8.1), Coverage (181.5087.20), Eclipse Integration (3.0), EditorConfig (181.5087.20), Git Integration (8.1), GitHub (181.5087.20), Gradle (181.5087.20), Groovy (9.0), I18n for Java (181.5087.20), IDEA CORE (181.5087.20), IntelliLang (8.0), JUnit (1.0), Java Bytecode Decompiler (181.5087.20), Java Stream Debugger (181.5087.20), JavaFX (1.0), Kotlin (1.2.31-release-IJ2018.1-1), Maven Integration (181.5087.20), Mercurial Integration (10.0), Plugin DevKit (1.0), Properties Support (181.5087.20), Settings Repository (181.5087.20), Smali Support (1.0), Subversion Integration (1.1), Task Management (1.0), Terminal (0.1), TestNG-J (8.0), UI Designer (181.5087.20), XPathView + XSLT Support (4), XSLT-Debugger (1.4), YAML (181.5087.20) 
2018-06-28 12:57:50,371 [   3237]   INFO - llij.ide.plugins.PluginManager - Loaded custom plugins: TestDoxon (1.0-SNAPSHOT) 
2018-06-28 12:57:55,596 [   8462]   INFO - ellij.util.io.PagedFileStorage - lower=100; upper=435; buffer=10; max=435 
2018-06-28 12:57:55,662 [   8528]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains.intellij.idea\ideaIC\2018.1.4\e71547aca57b407944ded1c37c0b5f0168870619\ideaIC-2018.1.4\bin\win\fsnotifier64.exe 
2018-06-28 12:57:55,696 [   8562]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
