2018-06-28 12:48:01,241 [  14059]   INFO - exImpl$StubIndexInitialization - Initialization done:282 
2018-06-28 12:48:01,782 [  14600]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-06-28 12:48:02,187 [  15005]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@c837210 
2018-06-28 12:48:05,029 [  17847]   INFO - ellij.project.impl.ProjectImpl - 154 project components initialized in 4351 ms 
2018-06-28 12:48:05,261 [  18079]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@586cca39 
2018-06-28 12:48:05,316 [  18134]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 285 ms 
2018-06-28 12:48:05,593 [  18411]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-06-28 12:48:05,746 [  18564]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@4e2b3693 
2018-06-28 12:48:05,758 [  18576]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.actions.GotoClassPresentationUpdater@7cc47f67 
2018-06-28 12:48:06,478 [  19296]   INFO - CompilerBackwardReferenceIndex - backward reference index version differ due to: class java.io.FileNotFoundException 
2018-06-28 12:48:06,658 [  19476]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=53.01ms, average=0.83ms, median=1.09ms; number of icons: 64 
2018-06-28 12:48:06,768 [  19586]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@37a007c4 
2018-06-28 12:48:06,803 [  19621]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 33ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 12:48:07,183 [  20001]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2018-06-28 12:48:07,481 [  20299]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 675ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 12:48:07,780 [  20598]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: initial refresh 
2018-06-28 12:48:07,920 [  20738]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:48:07,927 [  20745]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:48:07,960 [  20778]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 1293ms under project opening modal progress 
2018-06-28 12:48:08,080 [  20898]   INFO - tartup.impl.StartupManagerImpl - InitToolWindowsActivity run in 120ms under project opening modal progress 
2018-06-28 12:48:08,240 [  21058]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 71 millis 
2018-06-28 12:48:08,243 [  21061]   INFO - tartup.impl.StartupManagerImpl - ExternalSystemStartupActivity run in 156ms under project opening modal progress 
2018-06-28 12:48:08,364 [  21182]   INFO - tartup.impl.StartupManagerImpl - ReprocessContentRootDataActivity run in 116ms under project opening modal progress 
2018-06-28 12:48:08,391 [  21209]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 1788ms; general responsiveness: ok; EDT responsiveness: 0/1 sluggish, 1/1 very slow 
2018-06-28 12:48:08,654 [  21472]   INFO - ntellij.internal.IconsLoadTime - IMG load time: total=85.91ms, average=0.86ms, median=1.62ms; number of icons: 100 
2018-06-28 12:48:08,685 [  21503]   WARN - openapi.wm.impl.ToolWindowImpl - ToolWindow icons should be 13x13. Please fix ToolWindow (ID:  TestDoxon) or icon jar:file:/C:/Users/etenphi/DoxonProject/intellijIdea/application/TestDoxon/build/idea-sandbox/plugins/TestDoxon/lib/TestDoxon-1.0-SNAPSHOT.jar!/icons/testDox16px.png 
2018-06-28 12:48:10,086 [  22904]   INFO -       ScriptTemplatesProviders - [kts] loading script definitions [] using cp:  
2018-06-28 12:48:10,749 [  23567]   INFO - j.ide.ui.OptionsTopHitProvider - 681 ms spent to cache options in application 
2018-06-28 12:48:11,250 [  24068]   INFO - j.ide.ui.OptionsTopHitProvider - 661 ms spent to cache options in project 
2018-06-28 12:48:11,498 [  24316]   INFO - tartup.impl.StartupManagerImpl - C:/Users/etenphi/IdeaProjects/untitled2/.idea case-sensitivity: expected=false actual=false 
2018-06-28 12:48:11,582 [  24400]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2018-06-28 12:48:12,183 [  25001]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 11706 ms 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 2542 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1382 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 612 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 244 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 216 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 124 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 108 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.debugger.streams loaded 107 classes 
2018-06-28 12:48:12,184 [  25002]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 104 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 86 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 86 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - CVS loaded 79 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 67 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 67 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 59 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 56 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 37 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 36 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 34 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 31 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 27 classes 
2018-06-28 12:48:12,185 [  25003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 23 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 19 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 17 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 16 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - testdoxon.TestDoxon loaded 16 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 11 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 9 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 8 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 5 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - XSLT-Debugger loaded 2 classes 
2018-06-28 12:48:12,186 [  25004]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-06-28 12:48:12,193 [  25011]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$PruneTask@2b46aa0e 
2018-06-28 12:48:12,264 [  25082]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$ManageLruProjectFilesTask@3056dee6 
2018-06-28 12:48:12,427 [  25245]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:48:12,428 [  25246]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:48:12,501 [  25319]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRegistry$PopulateCachesTask@b915919 
2018-06-28 12:48:12,569 [  25387]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:48:12,569 [  25387]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:48:12,899 [  25717]   INFO - CompilerWorkspaceConfiguration - Available processors: 4 
2018-06-28 12:48:31,425 [  44243]   INFO - ellij.project.impl.ProjectImpl - 20 project components initialized in 44 ms 
2018-06-28 12:48:33,190 [  46008]   INFO - ojectView.impl.ProjectViewTree - getToggleClickCount: -1 for com.intellij.ide.projectView.impl.nodes.ClassTreeNode 
2018-06-28 12:48:36,849 [  49667]   INFO - ojectView.impl.ProjectViewTree - getToggleClickCount: -1 for com.intellij.ide.projectView.impl.nodes.ClassTreeNode 
2018-06-28 12:48:57,195 [  70013]  ERROR - .impl.MessageBusConnectionImpl - null 
java.lang.NullPointerException
	at testdoxon.listener.EditorFileChangedListener.selectionChanged(EditorFileChangedListener.java:40)
	at sun.reflect.GeneratedMethodAccessor31.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:364)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy91.selectionChanged(Unknown Source)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$fireSelectionChanged$16(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5$1.run(FileEditorManagerImpl.java:1019)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.lambda$doWhenFocusSettlesDown$2(FocusManagerImpl.java:199)
	at com.intellij.util.ui.UIUtil.invokeLaterIfNeeded(UIUtil.java:2886)
	at com.intellij.ide.IdeEventQueue.ifFocusEventsInTheQueue(IdeEventQueue.java:173)
	at com.intellij.ide.IdeEventQueue.executeWhenAllFocusEventsLeftTheQueue(IdeEventQueue.java:132)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:190)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:196)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5.run(FileEditorManagerImpl.java:1016)
	at com.intellij.openapi.util.BusyObject$Impl$Simple.execute(BusyObject.java:108)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.notifyPublisher(FileEditorManagerImpl.java:1012)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.fireSelectionChanged(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.lambda$setCurrentWindow$3(EditorsSplitters.java:611)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.setCurrentWindow(EditorsSplitters.java:627)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.setCurrentWindow(FileEditorManagerImpl.java:596)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.disposeComposite(FileEditorManagerImpl.java:1588)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.lambda$closeFile$1(EditorWindow.java:237)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.closeFile(EditorWindow.java:216)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.closeFile(EditorsSplitters.java:519)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFileImpl$3(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFileImpl(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFile$2(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:129)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:620)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeAllFiles(FileEditorManagerImpl.java:1896)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$3.projectClosed(FileEditorManagerImpl.java:168)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy21.projectClosed(Unknown Source)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.fireProjectClosed(ProjectManagerImpl.java:785)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.lambda$closeProject$15(ProjectManagerImpl.java:679)
	at com.intellij.openapi.application.impl.ApplicationImpl.runWriteAction(ApplicationImpl.java:1010)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeProject(ProjectManagerImpl.java:676)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeAndDisposeAllProjects(ProjectManagerImpl.java:620)
	at com.intellij.openapi.application.impl.ApplicationImpl.lambda$disposeSelf$6(ApplicationImpl.java:232)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:137)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.application.impl.ApplicationImpl.disposeSelf(ApplicationImpl.java:230)
	at com.intellij.openapi.application.impl.ApplicationImpl.doExit(ApplicationImpl.java:772)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:748)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:737)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:714)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:709)
	at com.intellij.openapi.wm.impl.IdeFrameImpl$3.windowClosing(IdeFrameImpl.java:272)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.Window.processWindowEvent(Window.java:2054)
	at javax.swing.JFrame.processWindowEvent(JFrame.java:305)
	at java.awt.Window.processEvent(Window.java:2013)
	at java.awt.Component.dispatchEventImpl(Component.java:4903)
	at java.awt.Container.dispatchEventImpl(Container.java:2295)
	at java.awt.Window.dispatchEventImpl(Window.java:2746)
	at java.awt.Component.dispatchEvent(Component.java:4725)
